event_ticker,prompt,answer_options,model_output
IRONMAN,"Will Robert Downey Jr. return as Iron Man by December 31, 2025?","By Dec 31, 2025, Not By Dec 31, 2025","Not By Dec 31, 2025"
KXNWEST-25,Will North West release an album on Spotify in 2025?,"In 2025, Not In 2025",Not In 2025
KXMINWAGE-25,Will the minimum wage be increased before 2026?,"Before 2026, Not Before 2026",Before 2026
KXMAMMAMIA3-25,"Will a third Mamma Mia movie be announced before December 31, 2025?","Before Dec 31, 2025, Not Before Dec 31, 2025","Before Dec 31, 2025"
KXCMEATBAN-25,Which states will ban lab-grown meat?,"Tennessee, New Hampshire, Arizona",Tennessee
KXNCAAWBGAME-25DEC17WOFECU,Who will win the game between Wofford and East Carolina?,"Wofford, East Carolina",East Carolina
KXNCAAWBGAME-25DEC17WINCHAR,Which team will win the game between Winthrop and Charlotte?,"Winthrop, Charlotte",Charlotte
KXNCAAWBGAME-25DEC17LASDEL,Who will win the game between La Salle and Delaware?,"La Salle, Delaware",La Salle
KXNCAAWBGAME-25DEC17CLEMCHSO,Who will win the game between Clemson and Charleston Southern?,"Clemson, Charleston Southern",Clemson
KXEUROCUPGAME-25DEC17NEPUNC,Who will win the match between FC Universitatea Cluj and BC Neptunas Klaipeda?,"FC Universitatea Cluj, BC Neptunas Klaipeda",BC Neptunas Klaipeda
KXEUROCUPGAME-25DEC17BOUTTS,Who will win the match between Turk Telekom and JL Bourg Basket?,"Turk Telekom, JL Bourg Basket",Turk Telekom
KXNCAAMBGAME-25DEC17KCCCARK,Who will win the game between Kansas Christian and Central Arkansas?,"Kansas Christian, Central Arkansas",Central Arkansas
KXCOPADELREYGAME-25DEC17LEOLEV,Who will win the match between Cultural Leonesa and Levante?,"Tie, Levante, Cultural Leonesa",Levante
KXNCAAMBGAME-25DEC17SWCURICE,Who will win between Southwestern Christian and Rice?,"Southwestern Christian, Rice",Rice
KXNCAAWBGAME-25DEC17JACTTU,Who will win the game between Jacksonville and Texas Tech?,"Texas Tech, Jacksonville",Texas Tech
KXEUROCUPGAME-25DEC17ULMPBC,Who will win the basketball game between Panionios BC Athens and Ulm Basketball?,"Ulm Basketball, Panionios BC Athens",Ulm Basketball
KXNCAAMBGAME-25DEC17CBAPARPB,Who will win between Champion Christian College and Arkansas-Pine Bluff?,"Champion Christian College, Arkansas-Pine Bluff",Arkansas-Pine Bluff
KXEUROLEAGUEGAME-25DEC17EFSZAL,Which team will win the game between BC Zalgiris Kaunas and Anadolu Efes SK?,"BC Zalgiris Kaunas, Anadolu Efes SK",Anadolu Efes SK
KXEUROCUPGAME-25DEC17MANWRO,Who will win the match between Slask Wroclaw and Basquet Manresa?,"Slask Wroclaw, Basquet Manresa",Slask Wroclaw
KXCOPADELREYGAME-25DEC17SANVIL,Who will win the match between Santander and Villarreal?,"Villarreal, Tie, Santander",Villarreal
KXCOPADELREYGAME-25DEC17HUEOSA,Who will win the match between Huesca and Osasuna?,"Tie, Osasuna, Huesca",Osasuna
KXCOPADELREYGAME-25DEC17ATLATM,"Who will win the match between Atletico Baleares and Atletico, or will it end in a tie?","Tie, Atletico, Atletico Baleares",Atletico
KXCOPADELREYGAME-25DEC17ALBRCC,Who will win the match between Albacete and Celta Vigo?,"Tie, Celta Vigo, Albacete",Celta Vigo
KXTACAPORTGAME-25DEC17CASTOR,Who will win the match between Casa Pia and Torreense?,"Torreense, Tie, Casa Pia",Casa Pia
KXEUROCUPGAME-25DEC17ARITOW,Who will win the game between Hamburg Towers and BC Aris Thessaloniki?,"Hamburg Towers, BC Aris Thessaloniki",Hamburg Towers
KXEUROLEAGUEGAME-25DEC17BAYASV,Who will win the match between ASVEL Lyon-Villeurbanne and Bayern Munich?,"Bayern Munich, ASVEL Lyon-Villeurbanne",Bayern Munich
KXEUROCUPGAME-25DEC17BAHREV,Who will win the game between Reyer Venezia and Bahcesehir Koleji?,"Reyer Venezia, Bahcesehir Koleji",Reyer Venezia
KXSWISSLEAGUEGAME-25DEC17YBGCZ,Who will win the match between Young Boys and Grasshopper?,"Young Boys, Tie, Grasshopper",Young Boys
KXSWISSLEAGUEGAME-25DEC17LUZFCB,Who will win the match between Luzern and Basel?,"Tie, Luzern, Basel",Basel
KXSWISSLEAGUEGAME-25DEC17FCZLUG,Who will win the match between Zurich and Lugano?,"Tie, Lugano, Zurich",Zurich
KXEUROLEAGUEGAME-25DEC17VIBKPB,Who will win the game between KK Partizan Belgrade and Virtus Bologna?,"Virtus Bologna, KK Partizan Belgrade",Virtus Bologna
KXEUROLEAGUEGAME-25DEC17MONBVG,Who will win the game between Baskonia Vitoria-Gasteiz and AS Monaco?,"AS Monaco, Baskonia Vitoria-Gasteiz",AS Monaco
KXEUROCUPGAME-25DEC17BJKLIO,Who will win the game between London Lions and Besiktas JK?,"London Lions, Besiktas JK",London Lions
KXEFLCUPGAME-25DEC17MCIBRE,Who will win the match between Manchester City and Brentford?,"Tie, Manchester City, Brentford",Manchester City
KXTACAPORTGAME-25DEC17VITAVS,Who will win the match between Guimaraes and AVS Futebol SAD?,"Guimaraes, Tie, AVS Futebol SAD",Guimaraes
KXSCOTTISHPREMGAME-25DEC17DUUCEL,Who will win the match between Dundee United and Celtic?,"Tie, Dundee United, Celtic",Celtic
KXNCAAWBGAME-25DEC17RICEGRAM,Who will win the game between Rice and Grambling State?,"Rice, Grambling St.",Rice
KXNCAAWBGAME-25DEC17FAMUFLA,Who will win the football game between Florida A&M and Florida?,"Florida, Florida A&M",Florida
KXCOPADELREYGAME-25DEC17TALRMA,Who will win the match between Talavera and Real Madrid?,"Tie, Talavera, Real Madrid",Real Madrid
KXCOPADELREYGAME-25DEC17ALASEV,Who will win the match between Alaves and Sevilla?,"Tie, Sevilla, Alaves",Sevilla
KXEFLCUPGAME-25DEC17NEWFUL,"Who will win the match between Newcastle and Fulham, or will it end in a tie?","Tie, Newcastle, Fulham",Newcastle
KXTACAPORTGAME-25DEC17FARBEN,Who will win the match between Farense and SL Benfica?,"Tie, Farense, SL Benfica",SL Benfica
KXNCAAWBGAME-25DEC17TULNALA,Who will win the game between Tulane and Alabama?,"Tulane, Alabama",Alabama
KXNCAAWBGAME-25DEC17MVSUMISS,Who will win the game between Mississippi Valley State and Ole Miss?,"Mississippi Valley St., Ole Miss",Ole Miss
KXNCAAWBGAME-25DEC17JVSTSLU,Who will win the game between Jacksonville State and Saint Louis?,"Saint Louis, Jacksonville St.",Saint Louis
KXNCAAMBGAME-25DEC17UNIUIC,Who will win the game between Northern Iowa and UIC?,"Northern Iowa, UIC",Northern Iowa
KXNCAAFTOTAL-25DEC17ODUUSF,What will be the total number of points scored in the Old Dominion vs. South Florida game?,"Over 68.5 points scored, Over 65.5 points scored, Over 62.5 points scored, Over 59.5 points scored, Over 56.5 points scored, Over 53.5 points scored, Over 50.5 points scored, Over 47.5 points scored, Over 44.5 points scored",Over 62.5 points scored
KXNCAAFSPREAD-25DEC17ODUUSF,Which team will win the game and by how many points?,"South Florida wins by over 9.5 points, South Florida wins by over 7.5 points, South Florida wins by over 6.5 points, South Florida wins by over 3.5 points, South Florida wins by over 20.5 points, South Florida wins by over 2.5 points, South Florida wins by over 17.5 points, South Florida wins by over 14.5 points, South Florida wins by over 13.5 points, South Florida wins by over 10.5 points, Old Dominion wins by over 9.5 points, Old Dominion wins by over 7.5 points, Old Dominion wins by over 6.5 points, Old Dominion wins by over 3.5 points, Old Dominion wins by over 2.5 points, Old Dominion wins by over 10.5 points",South Florida wins by over 3.5 points
KXNCAAFGAME-25DEC17ODUUSF,Who will win the game between Old Dominion and South Florida?,"South Florida, Old Dominion",South Florida
KXNCAAWBGAME-25DEC17EKYLOU,Who will win the game between Eastern Kentucky and Louisville?,"Louisville, Eastern Kentucky",Louisville
KXNCAAMBGAME-25DEC17STNHUNH,Who will win the Stonehill at New Hampshire event?,"New Hampshire, Stonehill",Stonehill
KXNCAAMBGAME-25DEC17SFPAFLA,Who will win the game between St. Francis (PA) and Florida?,"St. Francis (PA), Florida",Florida
KXNCAAMBGAME-25DEC17CREIXAV,Which team will win the game between Creighton and Xavier?,"Xavier, Creighton",Xavier
KXCRICKETTESTMATCH-25DEC16ENGAUS,Who will win the match between Australia and England?,"Tie, England, Australia",England
KXNHLTOTAL-25DEC17LAFLA,How many total goals will be scored in the Los Angeles vs Florida game?,"Over 7.5 goals scored, Over 6.5 goals scored, Over 5.5 goals scored, Over 4.5 goals scored, Over 3.5 goals scored",Over 4.5 goals scored
KXNHLSPREAD-25DEC17LAFLA,By how many goals will Los Angeles or Florida win?,"Los Angeles wins by over 2.5 goals, Los Angeles wins by over 1.5 goals, Florida wins by over 2.5 goals, Florida wins by over 1.5 goals",Los Angeles wins by over 1.5 goals
KXNHLGAME-25DEC17LAFLA,Who will win the game between the Los Angeles Kings and the Florida Panthers?,"LA Kings, FLA Panthers",LA Kings
KXNCAAWBGAME-25DEC17SJUNHC,Who will win the game between St. John's and New Haven?,"St. John's, New Haven",St. John's
KXNCAAWBGAME-25DEC17SACSF,Who will win the game between Sacramento State and San Francisco?,"San Francisco, Sacramento St.",San Francisco
KXNCAAWBGAME-25DEC17MARQCONN,Who will win the game between Marquette and UConn?,"Marquette, UConn",UConn
KXNCAAWBGAME-25DEC17HPDAV,Who will win the game between High Point and Davidson?,"High Point, Davidson",Davidson
KXNCAAMBGAME-25DEC17YSURMU,Who will win the game between Youngstown State and Robert Morris?,"Youngstown St., Robert Morris",Youngstown St.
KXNCAAMBGAME-25DEC17VANMEM,Who will win the game between Vanderbilt and Memphis?,"Vanderbilt, Memphis",Memphis
KXNCAAMBGAME-25DEC17UMESWAG,Who will win the game between Maryland-Eastern Shore and Wagner?,"Wagner, Maryland-Eastern Shore",Wagner
KXNCAAMBGAME-25DEC17UCSBGB,Who will win the game between UC Santa Barbara and Green Bay?,"UC Santa Barbara, Green Bay",UC Santa Barbara
KXNCAAMBGAME-25DEC17TXSONCST,Who will win the game between Texas Southern and North Carolina State?,"Texas Southern, North Carolina St.",North Carolina St.
KXNCAAMBGAME-25DEC17SOWUSCUS,Who will win the game between Southern Wesleyan and USC Upstate?,"Southern Wesleyan, USC Upstate",USC Upstate
KXNCAAMBGAME-25DEC17SIEUVM,Who will win the Siena vs. Vermont game?,"Vermont, Siena",Vermont
KXNCAAMBGAME-25DEC17RICHELON,Who will win the game between Richmond and Elon?,"Richmond, Elon",Richmond
KXNCAAMBGAME-25DEC17QUINMONM,Who will win the game between Quinnipiac and Monmouth?,"Quinnipiac, Monmouth",Quinnipiac
KXNCAAMBGAME-25DEC17PREECU,Who will win the game between Presbyterian and East Carolina?,"Presbyterian, East Carolina",East Carolina
KXNCAAMBGAME-25DEC17OLIVCMU,Who will win the game between Olivet and Central Michigan?,"Olivet, Central Michigan",Central Michigan
KXNCAAMBGAME-25DEC17OAKNKU,Who will win the game between Oakland and Northern Kentucky?,"Oakland, Northern Kentucky",Oakland
KXNCAAMBGAME-25DEC17MHUSYR,Who will win the game between Mercyhurst and Syracuse?,"Syracuse, Mercyhurst",Syracuse
KXNCAAMBGAME-25DEC17MERUCF,Who will win the game between Mercer and UCF?,"UCF, Mercer",UCF
KXNCAAMBGAME-25DEC17MACUNCCU,Who will win the game between Mid-Atlantic Christian and North Carolina Central?,"North Carolina Central, Mid-Atlantic Christian",North Carolina Central
KXNCAAMBGAME-25DEC17LONGWAKE,Who will win between Longwood and Wake Forest?,"Wake Forest, Longwood",Wake Forest
KXNCAAMBGAME-25DEC17JACFAMU,Who will win the game between Jacksonville and Florida A&M?,"Jacksonville, Florida A&M",Jacksonville
KXNCAAMBGAME-25DEC17EKYJVST,Who will win the game between Eastern Kentucky and Jacksonville State?,"Jacksonville St., Eastern Kentucky",Jacksonville St.
KXNCAAMBGAME-25DEC17CITCOFC,Who will win between The Citadel and Charleston?,"Charleston, The Citadel",Charleston
KXNCAAMBGAME-25DEC17CHATBELL,Who will win the game between Chattanooga and Bellarmine?,"Chattanooga, Bellarmine",Chattanooga
KXNCAAMBGAME-25DEC17BPCUWGA,Who will win between Brewton-Parker College and West Georgia?,"West Georgia, Brewton-Parker College",West Georgia
KXNCAAMBGAME-25DEC17BINGPITT,Who will win the game between Binghamton and Pittsburgh?,"Pittsburgh, Binghamton",Pittsburgh
KXNCAAMBGAME-25DEC17ALSTCIN,Who will win the game between Alabama State and Cincinnati?,"Cincinnati, Alabama St.",Cincinnati
KXNCAAMBGAME-25DEC17ALBYSTON,Who will win the game between University at Albany and Stony Brook?,"Stony Brook, University at Albany",Stony Brook
KXNHLTOTAL-25DEC17UTADET,How many total goals will be scored in the Utah vs Detroit game?,"Over 7.5 goals scored, Over 6.5 goals scored, Over 5.5 goals scored, Over 4.5 goals scored, Over 3.5 goals scored",Over 3.5 goals scored
KXNHLSPREAD-25DEC17UTADET,Who will win the game and by how many goals?,"Utah wins by over 2.5 goals, Utah wins by over 1.5 goals, Detroit wins by over 2.5 goals, Detroit wins by over 1.5 goals",Utah wins by over 1.5 goals
KXNHLGAME-25DEC17UTADET,Who will win between Utah Mammoth and Detroit Red Wings?,"UTA Mammoth, DET Red Wings",DET Red Wings
KXNCAAWBGAME-25DEC17UMKCARK,Who will win the game between Kansas City and Arkansas?,"Kansas City, Arkansas",Kansas City
KXNCAAWBGAME-25DEC17HASKKU,Who will win the game between Haskell Indian Nations and Kansas?,"Kansas, Haskell Indian Nations",Kansas
KXNCAAWBGAME-25DEC17CREINEOM,Who will win the game between Creighton and Omaha?,"Omaha, Creighton",Creighton
KXNCAAWBGAME-25DEC17ALSTMSST,Who will win the game between Alabama State and Mississippi State?,"Mississippi St., Alabama St.",Mississippi St.
KXNCAAMBGAME-25DEC17WOFWICH,Who will win the game between Wofford and Wichita State?,"Wofford, Wichita St.",Wichita St.
KXNCAAMBGAME-25DEC17USAULM,Who will win the game between South Alabama and Louisiana-Monroe?,"South Alabama, Louisiana-Monroe",South Alabama
KXNCAAMBGAME-25DEC17LTTULN,Who will win the game between Louisiana Tech and Tulane?,"Tulane, Louisiana Tech",Tulane
KXNCAAMBGAME-25DEC17KENNMTU,Who will win the game between Kennesaw State and Middle Tennessee?,"Middle Tennessee, Kennesaw St.",Middle Tennessee
KXNCAAMBGAME-25DEC17HCUNICH,Who will win the game between Houston Christian and Nicholls State?,"Nicholls St., Houston Christian",Nicholls St.
KXNCAAMBGAME-25DEC17CLEVUAB,Who will win the game between Cleveland State and UAB?,"UAB, Cleveland St.",UAB
KXNHLTOTAL-25DEC17WPGSTL,What will be the total number of goals scored in the Winnipeg vs St. Louis game?,"Over 7.5 goals scored, Over 6.5 goals scored, Over 5.5 goals scored, Over 4.5 goals scored, Over 3.5 goals scored",Over 3.5 goals scored
KXNHLTOTAL-25DEC17CARNSH,How many total goals will be scored in the Carolina vs Nashville game?,"Over 7.5 goals scored, Over 6.5 goals scored, Over 5.5 goals scored, Over 4.5 goals scored, Over 3.5 goals scored",Over 3.5 goals scored
KXNHLSPREAD-25DEC17WPGSTL,Will Winnipeg or St. Louis win by over 1.5 or 2.5 goals?,"Winnipeg wins by over 2.5 goals, Winnipeg wins by over 1.5 goals, St. Louis wins by over 2.5 goals, St. Louis wins by over 1.5 goals",Winnipeg wins by over 1.5 goals
KXNHLSPREAD-25DEC17CARNSH,Which team will win and by how many goals?,"Nashville wins by over 2.5 goals, Nashville wins by over 1.5 goals, Carolina wins by over 2.5 goals, Carolina wins by over 1.5 goals",Nashville wins by over 1.5 goals
KXNHLGAME-25DEC17WPGSTL,Who will win the game between Winnipeg and St. Louis?,"WPG Jets, STL Blues",WPG Jets
KXNHLGAME-25DEC17CARNSH,Who will win the game between the Carolina Hurricanes and the Nashville Predators?,"NSH Predators, CAR Hurricanes",CAR Hurricanes
KXNCAAWBGAME-25DEC17UNLVGC,Who will win the game between UNLV and Grand Canyon?,"UNLV, Grand Canyon",UNLV
KXNCAAWBGAME-25DEC17UNCWUNC,Who will win the game between UNC Wilmington and North Carolina?,"UNC Wilmington, North Carolina",North Carolina
KXNCAAWBGAME-25DEC17DEPUIC,Who will win the basketball game between DePaul and UIC?,"UIC, DePaul",DePaul
KXNCAAWBGAME-25DEC17AFAUSU,Who will win the game between Air Force and Utah State?,"Utah St., Air Force",Utah St.
KXNCAAMBGAME-25DEC17WEBUVU,Who will win the game between Weber State and Utah Valley?,"Weber St., Utah Valley",Utah Valley
KXNCAAMBGAME-25DEC17USFALA,Who will win the game between South Florida and Alabama?,"South Florida, Alabama",Alabama
KXNCAAMBGAME-25DEC17JMUODU,"Which team will win, James Madison or Old Dominion?","Old Dominion, James Madison",James Madison
KXNCAAMBGAME-25DEC17DAKSSDAK,Who will win the game between Dakota State and South Dakota?,"South Dakota, Dakota St.",South Dakota
KXNCAAMBGAME-25DEC17COOKSLU,Which team will win the game between Bethune-Cookman and Saint Louis?,"Saint Louis, Bethune-Cookman",Saint Louis
KXNCAAMBGAME-25DEC17AAMUMISS,Who will win the game between Alabama A&M and Ole Miss?,"Ole Miss, Alabama A&M",Ole Miss
KXNBAGAME-25DEC17MEMMIN,Who will win the game between Memphis and Minnesota?,"Minnesota, Memphis",Minnesota
KXNBAGAME-25DEC17CLECHI,Who will win the game between Cleveland and Chicago?,"Cleveland, Chicago",Chicago
KXNCAAWBGAME-25DEC17SJSUWYO,Who will win the game between San Jose State and Wyoming?,"Wyoming, San Jose St.",Wyoming
KXNCAAMBGAME-25DEC17GTWNMARQ,Who will win the game between Georgetown and Marquette?,"Marquette, Georgetown",Marquette
KXNCAAMBGAME-25DEC17ARSTTXST,Who will win the football game between Arkansas State and Texas State?,"Texas St., Arkansas St.",Arkansas St.
KXNCAAFTOTAL-25DEC17ULLDEL,How many total points will be scored in the Louisiana at Delaware game?,"Over 70.5 points scored, Over 67.5 points scored, Over 64.5 points scored, Over 61.5 points scored, Over 58.5 points scored, Over 55.5 points scored, Over 52.5 points scored, Over 49.5 points scored, Over 46.5 points scored",Over 64.5 points scored
KXNCAAFSPREAD-25DEC17ULLDEL,Which team will win and by how many points?,"Louisiana wins by over 9.5 points, Louisiana wins by over 7.5 points, Louisiana wins by over 6.5 points, Louisiana wins by over 3.5 points, Louisiana wins by over 2.5 points, Louisiana wins by over 17.5 points, Louisiana wins by over 14.5 points, Louisiana wins by over 13.5 points, Louisiana wins by over 10.5 points, Delaware wins by over 9.5 points, Delaware wins by over 7.5 points, Delaware wins by over 6.5 points, Delaware wins by over 3.5 points, Delaware wins by over 2.5 points, Delaware wins by over 14.5 points, Delaware wins by over 13.5 points, Delaware wins by over 10.5 points",Louisiana wins by over 7.5 points
KXNCAAFGAME-25DEC17ULLDEL,Who will win the game between Louisiana and Delaware?,"Louisiana, Delaware",Louisiana
KXNCAAWBGAME-25DEC17UCRVUTAH,Who will win the game between UC Riverside and Utah?,"Utah, UC Riverside",Utah
KXNCAAWBGAME-25DEC17SDAKPEPP,Who will win the game between South Dakota and Pepperdine?,"South Dakota, Pepperdine",South Dakota
KXNCAAWBGAME-25DEC17NWSTTEX,Who will win the game between Northwestern State and Texas?,"Texas, Northwestern St.",Texas
KXNCAAWBGAME-25DEC17BSUUNM,Who will win the game between Boise State and New Mexico?,"New Mexico, Boise St.",Boise St.
KXNCAAMBGAME-25DEC17UTSAUSC,Who will win the game between UTSA and USC?,"UTSA, USC",USC
KXNCAAMBGAME-25DEC17UNTSCU,Who will win the game between North Texas and Santa Clara?,"North Texas, Santa Clara",North Texas
KXNCAAMBGAME-25DEC17SEAUCD,Who will win the match between Seattle and UC Davis?,"UC Davis, Seattle",Seattle
KXNCAAMBGAME-25DEC17PRSTCOLO,Who will win the game between Portland State and Colorado?,"Portland St., Colorado",Colorado
KXNCAAMBGAME-25DEC17MTMONT,Who will win the game between Montana Tech and Montana?,"Montana Tech, Montana",Montana
KXNCAAMBGAME-25DEC17CAMPGONZ,Who will win the game between Campbell and Gonzaga?,"Gonzaga, Campbell",Gonzaga
KXNCAAMBGAME-25DEC17AMCCSFA,Who will win the game between Texas A&M-Corpus Christi and Stephen F. Austin?,"Stephen F. Austin, Texas A&M-Corpus Christi",Stephen F. Austin
KXNCAAWBGAME-25DEC17SDSUFRES,Who will win the game between San Diego State and Fresno State?,"San Diego St., Fresno St.",San Diego St.
KXNCAAWBGAME-25DEC17CSUNEV,Who will win the game between Colorado State and Nevada?,"Nevada, Colorado St.",Colorado St.
KXNHLTOTAL-25DEC17NJVGK,How many total goals will be scored in the New Jersey vs Vegas game?,"Over 7.5 goals scored, Over 6.5 goals scored, Over 5.5 goals scored, Over 4.5 goals scored, Over 3.5 goals scored",Over 5.5 goals scored
KXNHLSPREAD-25DEC17NJVGK,Will Vegas or New Jersey win by over 1.5 or 2.5 goals?,"Vegas wins by over 2.5 goals, Vegas wins by over 1.5 goals, New Jersey wins by over 2.5 goals, New Jersey wins by over 1.5 goals",Vegas wins by over 1.5 goals
KXNHLGAME-25DEC17NJVGK,Which team will win the game between the New Jersey Devils and the Vegas Golden Knights?,"VGK Golden Knights, NJ Devils",VGK Golden Knights
KXNCAAWBGAME-25DEC17SEAPRST,Who will win the game between Seattle and Portland State?,"Seattle, Portland St.",Seattle
MOON,Will NASA land a person on the Moon before 2026?,"Before 2026, Not Before 2026",Before 2026
KXUSDCMIN-25DEC31,Will USDC lose its peg?,"Yes, Not Yes",Not Yes
KXUSCOLOMBIAFTA-25,Will the US-Colombia FTA investor state clause be formally amended before 2026?,"Before 2026, Not Before 2026",Not Before 2026
KXTRUMPOUT-26,Will Donald Trump be out this year?,"Donald Trump, Not Donald Trump",Not Donald Trump
KXRANKLISTSUI-25DEC,Will SUI be in the top 10 cryptocurrencies by market capitalization?,"SUI, Not SUI",Not SUI
KXELONATTEND-25,Will Elon Musk attend any UFC event?,"Elon Musk, Not Elon Musk",Not Elon Musk
KXCOVVHC-24NOV05,"Will the CDC identify any variant of high consequence by December 31, 2025?","Reported, Not Reported",Not Reported
KXCEOUSSTEEL-25,Will the CEO of United States Steel Corp leave during the year 2025?,"In 2025, Not In 2025",Not In 2025
KXCEOROBLOX-25,Will the CEO of Roblox leave the company in 2025?,"In 2025, Not In 2025",Not In 2025
KXCEOPFE-25,Will the CEO of Pfizer Inc leave the company in 2025?,"In 2025, Not In 2025",Not In 2025
KXCEOMRNA-25,Will the CEO of Moderna Inc leave the company in 2025?,"In 2025, Not In 2025",Not In 2025
KXCEOMETA-25,Will the CEO of Meta Platforms Inc leave the company in 2025?,"In 2025, Not In 2025",Not In 2025
KXCEOINTC-25,Will the CEO of Intel Corp leave the company in 2025?,"In 2025, Not In 2025",Not In 2025
KXCEOGS-25,Will the CEO of Goldman Sachs Group Inc leave at any time in 2025?,"In 2025, Not In 2025",Not In 2025
KXCEOCLUELY-25,Will the CEO of Cluely leave during the year 2025?,"In 2025, Not In 2025",Not In 2025
KXXRPMAXATH-26JAN01,Will XRP reach its all-time high price of $3.84 or higher this year?,"Above $3.84, Not Above $3.84",Not Above $3.84
KXRANKLISTASTER20-26JAN,Will Aster be among the top 20 crypto tokens by market cap?,"Aster, Not Aster",Not Aster
KXNBLGAME-25DEC18ILLAMEL,Which team will win the game between Melbourne United and Illawarra Hawks?,"Melbourne United, Illawarra Hawks",Melbourne United
KXNBLGAME-25DEC18SEMPER,Who will win the game between the Perth Wildcats and SE Melbourne Phoenix?,"SE Melbourne Phoenix, Perth Wildcats",Perth Wildcats
KXCBAGAME-25DEC18ZHEFST,Who will win the game between the Fujian Sturgeons and the Zhejiang Lions?,"Zhejiang Lions, Fujian Sturgeons",Zhejiang Lions
KXCBAGAME-25DEC18ZGBSHAX,Who will win the game between Shanxi Loongs and Zhejiang Golden Bulls?,"Zhejiang Golden Bulls, Shanxi Loongs",Zhejiang Golden Bulls
KXCBAGAME-25DEC18XINBRF,Who will win the game between Beijing Royal Fighters and Xinjiang Flying Tigers?,"Xinjiang Flying Tigers, Beijing Royal Fighters",Xinjiang Flying Tigers
KXCBAGAME-25DEC18TIAJIL,Who will win the game between the Jilin Northeast Tigers and the Tianjin Pioneers?,"Tianjin Pioneers, Jilin Northeast Tigers",Jilin Northeast Tigers
KXCBAGAME-25DEC18NANQIN,Who will win the game between the Qingdao Eagles and the Nanjing Monkey Kings?,"Qingdao Eagles, Nanjing Monkey Kings",Nanjing Monkey Kings
KXCBAGAME-25DEC18LEONIN,Who will win the game between Ningbo Rockets and Shenzhen Leopards?,"Ningbo Rockets, Shenzhen Leopards",Shenzhen Leopards
KXCRICKETT20IMATCH-25DEC17SAIND,Who will win the match between India and South Africa?,"South Africa, India",India
KXNOBELPEACE-26,Who will win the Nobel Peace Prize?,"Volodymyr Zelenskyy, Sudan’s Emergency Response Rooms (ERRs), Narges Mohammadi, International Court of Justice (ICJ), Francesca Albanese, European Union, Elon Musk, Doctors Without Borders (Médecins Sans Frontières), Donald Trump, Centre for Humanitarian Dialogue",Narges Mohammadi
WTAX-25,Will a tax on unrealized capital gains become law before 2026?,"Becomes law Before 2026, Fails to become law Before 2026",Fails to become law Before 2026
ROBOTAXIOUT-26,"Will Tesla release a robotaxi to the public before January 1, 2026?","Before 2026, Not Before 2026",Not Before 2026
NPRDEFUND-25,Will Congress defund NPR before 2026?,"Before 2026, Not Before 2026",Not Before 2026
KXZERORATE-2025,Will interest rates reach zero at any time during 2025?,"In 2025, Not In 2025",Not In 2025
KXWTO-26,Will Trump try to leave the WTO before 2026?,"Before 2026, Not Before 2026",Not Before 2026
KXWHVISIT-26,Will any of these individuals visit the White House this year?,"Joe Rogan, Jake Paul, Dana White",Joe Rogan
KXWHVISIT-26JAN,"Who will visit the White House before Jan 1, 2026?","Vladimir Putin, Taylor Swift, Shedeur Sanders, :: Diddy, Sabrina Carpenter, Stephen A. Smith, Ross Ulbricht, :: Robert Francis Prevost, Patrick Mahomes, Michael Saylor, Lebron James, :: Ye, Kim Kardashian, Kim Jong Un, Joe Rogan, :: MrBeast, Gavin Newsom, Deion Sanders, Dave Portnoy, :: Governor of Georgia, :: Drake",Taylor Swift
KXWHCOS-26,"Will Susie Wiles be Trump's Chief of Staff on Jan 1, 2026?","On Jan 1, 2026, Not On Jan 1, 2026","Not On Jan 1, 2026"
KXWHBRIEFINGEY-26,Will Eliezer Yudkowsky be mentioned in the White House Briefing Room before 2026?,"Before 2026, Not Before 2026",Before 2026
KXWHBRIEFINGAIRISK-26,Will existential AI risk be mentioned in the White House Briefing Room before 2026?,"Before 2026, Not Before 2026",Before 2026
KXWAPOWHBAN-25,Will The Washington Post be banned from White House press briefings in 2025?,"In 2025, Not In 2025",Not In 2025
KXVPBREAKS-25DEC31,Will J.D. Vance cast a specific number of tie-breaking votes in the Senate in 2025?,"9, 8, 7, 10",9
KXVOTERECNCH-26,Who will vote for the next budget reconciliation bill?,"Warren Davidson, Tim Burchett, Mike Lawler, Mark Harris, Keith Self, Eric Burlison, Andy Ogles, Andy Harris, Andrew Clyde, Andy Biggs",Warren Davidson
KXVOTERECISSION-26,Which senators will vote for the budget rescission bill?,"Todd Young, Tommy Tuberville, Tim Scott, Ted Cruz, Susan Collins, Roger Wicker, Rick Scott, Rand Paul, Ron Johnson, Mitch McConnell, Mike Lee, Mike Crapo, Lisa Murkowski, Lindsey Graham, John Thune, Josh Hawley, Joni Ernst, John Cornyn, Dan Sullivan, Bill Cassidy",Mitch McConnell
KXVOTEMEANS-26,Who will Todd Young vote for?,"Todd Young, Thom Tillis, Ted Cruz, Susan Collins, Rand Paul, Mitch McConnell, Lisa Murkowski, James Lankford, John Fetterman, Joni Ernst, John Curtis, David McCormick, Chuck Grassley, Bill Cassidy",Ted Cruz
KXVINE-25,Will X re-launch Vine before 2026?,"Before 2026, Not Before 2026",Not Before 2026
KXVETOOVERRIDE-26JAN01,"Will Congress override a Trump veto before January 1, 2026?","Before Jan 1, 2026, Not Before Jan 1, 2026","Not Before Jan 1, 2026"
